scheduler,cpu_config,num_vms,avg_waiting_time,avg_turnaround_time,avg_response_time,cpu_utilization,throughput,deadline_misses,deadline_miss_rate,fairness_jain_index,estimated_energy,context_switches,estimated_scheduling_overhead,total_time,workload_type,seed
Contextual Bandit RL,x86-like,5,59.92,92.582,35.102,0.9454,0.02895,3,0.6,0.7301,326.62,16,0.8,172.74,bursty,4
Proposed Hybrid,x86-like,5,62.702,95.364,24.264,0.9454,0.02895,3,0.6,0.2218,326.62,19,0.95,172.74,bursty,4
PRR,x86-like,5,37.116,65.744,16.518,0.9468,0.03307,3,0.6,0.4353,286.28,7,0.35,151.19,bursty,5
PRM,x86-like,5,33.45,62.078,28.144,0.9468,0.03307,2,0.4,0.4288,286.28,6,0.3,151.19,bursty,5
Contextual Bandit RL,x86-like,5,44.408,73.036,7.622,0.9468,0.03307,3,0.6,0.4862,286.28,19,0.95,151.19,bursty,5
Proposed Hybrid,x86-like,5,44.514,73.142,16.684,0.9468,0.03307,4,0.8,0.5366,286.28,14,0.7,151.19,bursty,5
PRR,x86-like,5,3.742,19.866,3.742,0.9185,0.05697,1,0.2,0.6135,145.116,4,0.2,87.77,mixed,1
PRM,x86-like,5,13.292,29.416,13.292,0.9185,0.05697,2,0.4,0.5553,145.116,4,0.2,87.77,mixed,1
Contextual Bandit RL,x86-like,5,5.472,21.596,3.412,0.9185,0.05697,1,0.2,0.5014,145.116,6,0.3,87.77,mixed,1
Proposed Hybrid,x86-like,5,4.374,20.498,4.374,0.9185,0.05697,2,0.4,0.5477,145.116,4,0.2,87.77,mixed,1
PRR,x86-like,5,14.03,26.316,14.03,0.9514,0.07744,2,0.4,0.4862,110.574,4,0.2,64.57,mixed,2
PRM,x86-like,5,13.246,25.532,12.622,0.9514,0.07744,1,0.2,0.5153,110.574,5,0.25,64.57,mixed,2
Contextual Bandit RL,x86-like,5,8.61,20.896,2.648,0.9514,0.07744,1,0.2,0.7697,110.574,8,0.4,64.57,mixed,2
Proposed Hybrid,x86-like,5,7.642,19.928,6.912,0.9514,0.07744,2,0.4,0.3866,110.574,5,0.25,64.57,mixed,2
PRR,x86-like,5,5.572,14.324,2.224,0.977,0.11163,1,0.2,0.6002,78.768,5,0.25,44.79,mixed,3
PRM,x86-like,5,5.572,14.324,2.224,0.977,0.11163,1,0.2,0.6002,78.768,5,0.25,44.79,mixed,3
Contextual Bandit RL,x86-like,5,5.572,14.324,2.224,0.977,0.11163,1,0.2,0.6002,78.768,5,0.25,44.79,mixed,3
Proposed Hybrid,x86-like,5,5.572,14.324,2.224,0.977,0.11163,1,0.2,0.6002,78.768,5,0.25,44.79,mixed,3
PRR,x86-like,5,12.844,23.712,10.914,0.8276,0.07615,1,0.2,0.3436,97.812,7,0.35,65.66,mixed,4
PRM,x86-like,5,14.538,25.406,5.362,0.8276,0.07615,3,0.6,0.4793,97.812,6,0.3,65.66,mixed,4
Contextual Bandit RL,x86-like,5,21.376,32.244,8.268,0.8276,0.07615,3,0.6,0.8287,97.812,10,0.5,65.66,mixed,4
Proposed Hybrid,x86-like,5,15.528,26.396,10.304,0.8276,0.07615,3,0.6,0.8611,97.812,8,0.4,65.66,mixed,4
PRR,x86-like,5,25.938,40.838,22.74,0.8852,0.05941,3,0.6,0.4793,134.1,8,0.4,84.16,mixed,5
PRM,x86-like,5,32.334,47.234,32.334,0.8852,0.05941,4,0.8,0.2511,134.1,4,0.2,84.16,mixed,5
Contextual Bandit RL,x86-like,5,28.524,43.424,24.452,0.8852,0.05941,4,0.8,0.3695,134.1,8,0.4,84.16,mixed,5
Proposed Hybrid,x86-like,5,19.15,34.05,12.172,0.8852,0.05941,3,0.6,0.3803,134.1,7,0.35,84.16,mixed,5
PRR,x86-like,10,0.313,6.073,0.313,0.5878,0.10205,0,0.0,0.9317,57.6,9,0.45,97.99,light,1
PRM,x86-like,10,0.313,6.073,0.313,0.5878,0.10205,0,0.0,0.9317,57.6,9,0.45,97.99,light,1
Contextual Bandit RL,x86-like,10,0.313,6.073,0.313,0.5878,0.10205,0,0.0,0.9317,57.6,9,0.45,97.99,light,1
Proposed Hybrid,x86-like,10,0.313,6.073,0.313,0.5878,0.10205,0,0.0,0.9317,57.6,9,0.45,97.99,light,1
PRR,x86-like,10,-0.0,4.74,0.0,0.4144,0.08742,0,0.0,1.0,47.4,9,0.45,114.39,light,2
PRM,x86-like,10,-0.0,4.74,0.0,0.4144,0.08742,0,0.0,1.0,47.4,9,0.45,114.39,light,2
Contextual Bandit RL,x86-like,10,-0.0,4.74,0.0,0.4144,0.08742,0,0.0,1.0,47.4,9,0.45,114.39,light,2
Proposed Hybrid,x86-like,10,-0.0,4.74,0.0,0.4144,0.08742,0,0.0,1.0,47.4,9,0.45,114.39,light,2
PRR,x86-like,10,0.0,5.381,0.0,0.5184,0.09634,0,0.0,1.0,53.81,9,0.45,103.8,light,3
PRM,x86-like,10,0.0,5.381,0.0,0.5184,0.09634,0,0.0,1.0,53.81,9,0.45,103.8,light,3
Contextual Bandit RL,x86-like,10,0.0,5.381,0.0,0.5184,0.09634,0,0.0,1.0,53.81,9,0.45,103.8,light,3
Proposed Hybrid,x86-like,10,0.0,5.381,0.0,0.5184,0.09634,0,0.0,1.0,53.81,9,0.45,103.8,light,3
PRR,x86-like,10,-0.0,5.293,0.0,0.455,0.08596,0,0.0,1.0,52.93,9,0.45,116.33,light,4
PRM,x86-like,10,-0.0,5.293,0.0,0.455,0.08596,0,0.0,1.0,52.93,9,0.45,116.33,light,4
Contextual Bandit RL,x86-like,10,-0.0,5.293,0.0,0.455,0.08596,0,0.0,1.0,52.93,9,0.45,116.33,light,4
Proposed Hybrid,x86-like,10,-0.0,5.293,0.0,0.455,0.08596,0,0.0,1.0,52.93,9,0.45,116.33,light,4
PRR,x86-like,10,0.0,5.188,0.0,0.4263,0.08216,0,0.0,1.0,51.88,9,0.45,121.71,light,5
PRM,x86-like,10,0.0,5.188,0.0,0.4263,0.08216,0,0.0,1.0,51.88,9,0.45,121.71,light,5
Contextual Bandit RL,x86-like,10,0.0,5.188,0.0,0.4263,0.08216,0,0.0,1.0,51.88,9,0.45,121.71,light,5
Proposed Hybrid,x86-like,10,0.0,5.188,0.0,0.4263,0.08216,0,0.0,1.0,51.88,9,0.45,121.71,light,5
PRR,x86-like,10,57.868,72.269,41.802,0.966,0.06708,7,0.7,0.2792,216.015,15,0.75,149.08,normal,1
PRM,x86-like,10,48.648,63.049,31.418,0.966,0.06708,7,0.7,0.3481,216.015,12,0.6,149.08,normal,1
Contextual Bandit RL,x86-like,10,73.175,87.576,27.896,0.966,0.06708,9,0.9,0.6042,216.015,30,1.5,149.08,normal,1
Proposed Hybrid,x86-like,10,67.623,82.024,38.123,0.966,0.06708,9,0.9,0.3579,216.015,24,1.2,149.08,normal,1
PRR,x86-like,10,24.342,36.192,13.352,0.9708,0.08192,3,0.3,0.401,177.75,19,0.95,122.07,normal,2
PRM,x86-like,10,23.731,35.581,19.154,0.9708,0.08192,4,0.4,0.4621,177.75,12,0.6,122.07,normal,2
Contextual Bandit RL,x86-like,10,32.527,44.377,3.195,0.9708,0.08192,5,0.5,0.3882,177.75,22,1.1,122.07,normal,2
Proposed Hybrid,x86-like,10,26.627,38.477,16.963,0.9708,0.08192,5,0.5,0.4654,177.75,18,0.9,122.07,normal,2
PRR,x86-like,10,45.906,59.358,29.339,0.9817,0.07298,7,0.7,0.1737,201.78,21,1.05,137.03,normal,3
PRM,x86-like,10,46.812,60.264,38.516,0.9817,0.07298,6,0.6,0.4167,201.78,10,0.5,137.03,normal,3
Contextual Bandit RL,x86-like,10,66.02,79.472,2.154,0.9817,0.07298,9,0.9,0.4032,201.78,28,1.4,137.03,normal,3
Proposed Hybrid,x86-like,10,37.951,51.403,28.132,0.9817,0.07298,7,0.7,0.2664,201.78,25,1.25,137.03,normal,3
PRR,x86-like,10,34.344,47.58,32.452,0.9453,0.07142,6,0.6,0.4746,198.54,15,0.75,140.02,normal,4
PRM,x86-like,10,42.417,55.653,38.016,0.9453,0.07142,6,0.6,0.2257,198.54,11,0.55,140.02,normal,4
Contextual Bandit RL,x86-like,10,40.094,53.33,27.819,0.9453,0.07142,7,0.7,0.6354,198.54,23,1.15,140.02,normal,4
Proposed Hybrid,x86-like,10,51.817,65.053,23.988,0.9453,0.07142,8,0.8,0.1397,198.54,27,1.35,140.02,normal,4
PRR,x86-like,10,37.981,50.952,29.243,0.95,0.07324,8,0.8,0.3572,194.565,16,0.8,136.54,normal,5
PRM,x86-like,10,30.815,43.786,27.103,0.95,0.07324,7,0.7,0.4578,194.565,13,0.65,136.54,normal,5
Contextual Bandit RL,x86-like,10,55.844,68.815,14.672,0.95,0.07324,10,1.0,0.3163,194.565,26,1.3,136.54,normal,5
Proposed Hybrid,x86-like,10,37.045,50.016,22.026,0.95,0.07324,8,0.8,0.2976,194.565,22,1.1,136.54,normal,5
PRR,x86-like,10,208.741,253.814,155.349,0.9933,0.02204,9,0.9,0.1293,1126.825,42,2.1,453.78,cpu_heavy,1
PRM,x86-like,10,182.168,227.241,123.434,0.9933,0.02204,8,0.8,0.122,1126.825,12,0.6,453.78,cpu_heavy,1
Contextual Bandit RL,x86-like,10,276.037,321.11,49.986,0.9933,0.02204,9,0.9,0.3825,1126.825,93,4.65,453.78,cpu_heavy,1
Proposed Hybrid,x86-like,10,278.542,323.615,71.854,0.9933,0.02204,9,0.9,0.3058,1126.825,89,4.45,453.78,cpu_heavy,1
PRR,x86-like,10,159.269,197.536,123.901,0.9947,0.02599,8,0.8,0.2048,956.675,62,3.1,384.72,cpu_heavy,2
PRM,x86-like,10,143.186,181.453,140.434,0.9947,0.02599,7,0.7,0.1241,956.675,10,0.5,384.72,cpu_heavy,2
Contextual Bandit RL,x86-like,10,242.444,280.711,72.776,0.9947,0.02599,9,0.9,0.2213,956.675,76,3.8,384.72,cpu_heavy,2
Proposed Hybrid,x86-like,10,186.383,224.65,71.295,0.9947,0.02599,8,0.8,0.261,956.675,65,3.25,384.72,cpu_heavy,2
PRR,x86-like,10,185.059,227.595,128.698,0.9969,0.02344,9,0.9,0.1136,1063.4,59,2.95,426.7,cpu_heavy,3
PRM,x86-like,10,189.419,231.955,163.299,0.9969,0.02344,7,0.7,0.1419,1063.4,10,0.5,426.7,cpu_heavy,3
Contextual Bandit RL,x86-like,10,244.624,287.16,69.776,0.9969,0.02344,9,0.9,0.2754,1063.4,82,4.1,426.7,cpu_heavy,3
Proposed Hybrid,x86-like,10,227.317,269.853,66.859,0.9969,0.02344,9,0.9,0.313,1063.4,80,4.0,426.7,cpu_heavy,3
PRR,x86-like,10,176.469,218.43,158.261,0.9888,0.02356,8,0.8,0.568,1049.025,56,2.8,424.38,cpu_heavy,4
PRM,x86-like,10,184.854,226.815,184.854,0.9888,0.02356,7,0.7,0.1149,1049.025,9,0.45,424.38,cpu_heavy,4
Contextual Bandit RL,x86-like,10,212.439,254.4,99.395,0.9888,0.02356,7,0.7,0.3074,1049.025,66,3.3,424.38,cpu_heavy,4
Proposed Hybrid,x86-like,10,234.443,276.404,46.17,0.9888,0.02356,8,0.8,0.3305,1049.025,75,3.75,424.38,cpu_heavy,4
PRR,x86-like,10,177.452,218.708,141.378,0.9899,0.02399,8,0.8,0.1212,1031.4,43,2.15,416.78,cpu_heavy,5
PRM,x86-like,10,156.697,197.953,147.073,0.9899,0.02399,8,0.8,0.1612,1031.4,10,0.5,416.78,cpu_heavy,5
Contextual Bandit RL,x86-like,10,275.138,316.394,48.472,0.9899,0.02399,9,0.9,0.4502,1031.4,87,4.35,416.78,cpu_heavy,5
Proposed Hybrid,x86-like,10,237.392,278.648,64.502,0.9899,0.02399,9,0.9,0.3176,1031.4,89,4.45,416.78,cpu_heavy,5
PRR,x86-like,10,146.945,179.031,112.276,0.9843,0.03068,8,0.8,0.1792,641.72,24,1.2,325.98,bursty,1
PRM,x86-like,10,115.742,147.828,88.418,0.9843,0.03068,7,0.7,0.1983,641.72,10,0.5,325.98,bursty,1
Contextual Bandit RL,x86-like,10,191.191,223.277,22.36,0.9843,0.03068,9,0.9,0.3624,641.72,58,2.9,325.98,bursty,1
Proposed Hybrid,x86-like,10,178.985,211.071,58.633,0.9843,0.03068,9,0.9,0.2727,641.72,64,3.2,325.98,bursty,1
PRR,x86-like,10,61.639,85.559,40.958,0.9892,0.04135,4,0.4,0.3506,478.4,29,1.45,241.82,bursty,2
PRM,x86-like,10,65.465,89.385,63.648,0.9892,0.04135,4,0.4,0.2846,478.4,11,0.55,241.82,bursty,2
Contextual Bandit RL,x86-like,10,136.449,160.369,35.233,0.9892,0.04135,9,0.9,0.2159,478.4,42,2.1,241.82,bursty,2
Proposed Hybrid,x86-like,10,66.441,90.361,27.329,0.9892,0.04135,6,0.6,0.4619,478.4,28,1.4,241.82,bursty,2
PRR,x86-like,10,113.39,142.433,76.199,0.997,0.03433,9,0.9,0.1266,580.86,38,1.9,291.29,bursty,3
PRM,x86-like,10,125.765,154.808,99.19,0.997,0.03433,7,0.7,0.2624,580.86,11,0.55,291.29,bursty,3
Contextual Bandit RL,x86-like,10,157.289,186.332,25.594,0.997,0.03433,9,0.9,0.206,580.86,50,2.5,291.29,bursty,3
Proposed Hybrid,x86-like,10,103.123,132.166,66.147,0.997,0.03433,8,0.8,0.5775,580.86,43,2.15,291.29,bursty,3
PRR,x86-like,10,98.571,126.926,89.721,0.9678,0.03413,8,0.8,0.5951,567.1,32,1.6,292.98,bursty,4
PRM,x86-like,10,115.353,143.708,115.353,0.9678,0.03413,7,0.7,0.1295,567.1,9,0.45,292.98,bursty,4
Contextual Bandit RL,x86-like,10,162.531,190.886,40.244,0.9678,0.03413,8,0.8,0.225,567.1,63,3.15,292.98,bursty,4
Proposed Hybrid,x86-like,10,129.527,157.882,43.297,0.9678,0.03413,8,0.8,0.1158,567.1,46,2.3,292.98,bursty,4
PRR,x86-like,10,100.424,127.93,82.774,0.9716,0.03532,8,0.8,0.2534,550.12,23,1.15,283.11,bursty,5
PRM,x86-like,10,78.989,106.495,74.04,0.9716,0.03532,7,0.7,0.2789,550.12,12,0.6,283.11,bursty,5
Contextual Bandit RL,x86-like,10,111.086,138.592,24.755,0.9716,0.03532,8,0.8,0.3133,550.12,55,2.75,283.11,bursty,5
Proposed Hybrid,x86-like,10,133.028,160.534,39.107,0.9716,0.03532,9,0.9,0.321,550.12,55,2.75,283.11,bursty,5
PRR,x86-like,10,40.087,58.513,26.18,0.9626,0.05224,4,0.4,0.3685,331.668,22,1.1,191.41,mixed,1
PRM,x86-like,10,43.76,62.186,43.76,0.9626,0.05224,6,0.6,0.3506,331.668,9,0.45,191.41,mixed,1
Contextual Bandit RL,x86-like,10,37.606,56.032,20.382,0.9626,0.05224,5,0.5,0.2886,331.668,18,0.9,191.41,mixed,1
Proposed Hybrid,x86-like,10,38.097,56.523,30.779,0.9626,0.05224,6,0.6,0.3518,331.668,14,0.7,191.41,mixed,1
PRR,x86-like,10,37.348,51.738,35.517,0.9786,0.06801,6,0.6,0.2786,259.02,14,0.7,147.04,mixed,2
PRM,x86-like,10,33.742,48.132,32.916,0.9786,0.06801,4,0.4,0.3338,259.02,11,0.55,147.04,mixed,2
Contextual Bandit RL,x86-like,10,24.434,38.824,2.478,0.9786,0.06801,4,0.4,0.5685,259.02,19,0.95,147.04,mixed,2
Proposed Hybrid,x86-like,10,25.407,39.797,21.345,0.9786,0.06801,5,0.5,0.2438,259.02,14,0.7,147.04,mixed,2
PRR,x86-like,10,54.983,74.198,37.931,0.9947,0.05177,4,0.4,0.3228,345.87,14,0.7,193.18,mixed,3
PRM,x86-like,10,46.236,65.451,29.723,0.9947,0.05177,5,0.5,0.3231,345.87,10,0.5,193.18,mixed,3
Contextual Bandit RL,x86-like,10,47.988,67.203,29.176,0.9947,0.05177,5,0.5,0.3063,345.87,15,0.75,193.18,mixed,3
Proposed Hybrid,x86-like,10,33.598,52.813,23.3,0.9947,0.05177,6,0.6,0.2572,345.87,16,0.8,193.18,mixed,3
PRR,x86-like,10,17.486,26.929,14.217,0.893,0.09456,4,0.4,0.3407,169.974,18,0.9,105.75,mixed,4
PRM,x86-like,10,21.84,31.283,17.252,0.893,0.09456,6,0.6,0.411,169.974,11,0.55,105.75,mixed,4
Contextual Bandit RL,x86-like,10,37.033,46.476,9.972,0.893,0.09456,8,0.8,0.3118,169.974,18,0.9,105.75,mixed,4
Proposed Hybrid,x86-like,10,17.537,26.98,11.158,0.893,0.09456,7,0.7,0.8171,169.974,18,0.9,105.75,mixed,4
PRR,x86-like,10,44.674,59.573,38.233,0.9391,0.06303,6,0.6,0.4149,268.182,16,0.8,158.65,mixed,5
PRM,x86-like,10,44.554,59.453,42.67,0.9391,0.06303,7,0.7,0.3604,268.182,11,0.55,158.65,mixed,5
Contextual Bandit RL,x86-like,10,51.996,66.895,31.175,0.9391,0.06303,8,0.8,0.2972,268.182,20,1.0,158.65,mixed,5
Proposed Hybrid,x86-like,10,40.03,54.929,23.389,0.9391,0.06303,6,0.6,0.3184,268.182,22,1.1,158.65,mixed,5
PRR,x86-like,20,0.1565,5.727,0.1565,0.5354,0.09612,0,0.0,0.9646,111.41,19,0.95,208.08,light,1
PRM,x86-like,20,0.1565,5.727,0.1565,0.5354,0.09612,0,0.0,0.9646,111.41,19,0.95,208.08,light,1
Contextual Bandit RL,x86-like,20,0.1565,5.727,0.1565,0.5354,0.09612,0,0.0,0.9646,111.41,19,0.95,208.08,light,1
Proposed Hybrid,x86-like,20,0.1565,5.727,0.1565,0.5354,0.09612,0,0.0,0.9646,111.41,19,0.95,208.08,light,1
PRR,x86-like,20,0.167,5.2715,0.167,0.5056,0.09906,1,0.05,0.9643,102.09,19,0.95,201.9,light,2
PRM,x86-like,20,0.167,5.2715,0.167,0.5056,0.09906,1,0.05,0.9643,102.09,19,0.95,201.9,light,2
Contextual Bandit RL,x86-like,20,0.167,5.2715,0.167,0.5056,0.09906,1,0.05,0.9643,102.09,19,0.95,201.9,light,2
Proposed Hybrid,x86-like,20,0.167,5.2715,0.167,0.5056,0.09906,1,0.05,0.9643,102.09,19,0.95,201.9,light,2
PRR,x86-like,20,0.0,5.2105,0.0,0.5052,0.09696,0,0.0,1.0,104.21,19,0.95,206.26,light,3
PRM,x86-like,20,0.0,5.2105,0.0,0.5052,0.09696,0,0.0,1.0,104.21,19,0.95,206.26,light,3
Contextual Bandit RL,x86-like,20,0.0,5.2105,0.0,0.5052,0.09696,0,0.0,1.0,104.21,19,0.95,206.26,light,3
Proposed Hybrid,x86-like,20,0.0,5.2105,0.0,0.5052,0.09696,0,0.0,1.0,104.21,19,0.95,206.26,light,3
PRR,x86-like,20,-0.0,4.9665,0.0,0.4315,0.08688,0,0.0,1.0,99.33,19,0.95,230.21,light,4
PRM,x86-like,20,-0.0,4.9665,0.0,0.4315,0.08688,0,0.0,1.0,99.33,19,0.95,230.21,light,4
Contextual Bandit RL,x86-like,20,-0.0,4.9665,0.0,0.4315,0.08688,0,0.0,1.0,99.33,19,0.95,230.21,light,4
Proposed Hybrid,x86-like,20,-0.0,4.9665,0.0,0.4315,0.08688,0,0.0,1.0,99.33,19,0.95,230.21,light,4
PRR,x86-like,20,-0.0,5.2735,0.0,0.4657,0.08832,0,0.0,1.0,105.47,19,0.95,226.46,light,5
PRM,x86-like,20,-0.0,5.2735,0.0,0.4657,0.08832,0,0.0,1.0,105.47,19,0.95,226.46,light,5
Contextual Bandit RL,x86-like,20,-0.0,5.2735,0.0,0.4657,0.08832,0,0.0,1.0,105.47,19,0.95,226.46,light,5
Proposed Hybrid,x86-like,20,-0.0,5.2735,0.0,0.4657,0.08832,0,0.0,1.0,105.47,19,0.95,226.46,light,5
PRR,x86-like,20,105.629,119.556,80.654,0.9821,0.07052,16,0.8,0.2433,417.81,45,2.25,283.61,normal,1
PRM,x86-like,20,92.869,106.796,70.6195,0.9821,0.07052,14,0.7,0.299,417.81,25,1.25,283.61,normal,1
Contextual Bandit RL,x86-like,20,147.1575,161.0845,44.1355,0.9821,0.07052,17,0.85,0.0964,417.81,64,3.2,283.61,normal,1
Proposed Hybrid,x86-like,20,111.2135,125.1405,76.3095,0.9821,0.07052,18,0.9,0.1711,417.81,52,2.6,283.61,normal,1
PRR,x86-like,20,68.09,80.853,47.587,0.9862,0.07727,11,0.55,0.269,382.89,46,2.3,258.83,normal,2
PRM,x86-like,20,62.754,75.517,51.8335,0.9862,0.07727,12,0.6,0.3766,382.89,25,1.25,258.83,normal,2
Contextual Bandit RL,x86-like,20,88.2965,101.0595,24.268,0.9862,0.07727,14,0.7,0.2561,382.89,49,2.45,258.83,normal,2
Proposed Hybrid,x86-like,20,65.5455,78.3085,44.4375,0.9862,0.07727,13,0.65,0.3647,382.89,44,2.2,258.83,normal,2
PRR,x86-like,20,90.019,103.0455,66.055,0.9905,0.07603,16,0.8,0.1432,390.795,55,2.75,263.04,normal,3
PRM,x86-like,20,82.251,95.2775,75.9615,0.9905,0.07603,15,0.75,0.1701,390.795,21,1.05,263.04,normal,3
Contextual Bandit RL,x86-like,20,123.247,136.2735,8.478,0.9905,0.07603,18,0.9,0.146,390.795,62,3.1,263.04,normal,3
Proposed Hybrid,x86-like,20,95.4645,108.491,57.637,0.9905,0.07603,17,0.85,0.1627,390.795,56,2.8,263.04,normal,3
PRR,x86-like,20,65.3915,77.81,57.092,0.9701,0.07812,12,0.6,0.3474,372.555,45,2.25,256.03,normal,4
PRM,x86-like,20,79.946,92.3645,71.2565,0.9701,0.07812,13,0.65,0.2025,372.555,23,1.15,256.03,normal,4
Contextual Bandit RL,x86-like,20,84.457,96.8755,51.8975,0.9701,0.07812,14,0.7,0.2656,372.555,53,2.65,256.03,normal,4
Proposed Hybrid,x86-like,20,95.727,108.1455,47.6215,0.9701,0.07812,18,0.9,0.0881,372.555,57,2.85,256.03,normal,4
PRR,x86-like,20,81.95,95.1345,65.9775,0.9748,0.07393,14,0.7,0.217,395.535,43,2.15,270.52,normal,5
PRM,x86-like,20,75.3785,88.563,65.711,0.9748,0.07393,14,0.7,0.34,395.535,26,1.3,270.52,normal,5
Contextual Bandit RL,x86-like,20,118.3975,131.582,33.7315,0.9748,0.07393,18,0.9,0.1589,395.535,57,2.85,270.52,normal,5
Proposed Hybrid,x86-like,20,87.8025,100.987,46.624,0.9748,0.07393,15,0.75,0.2534,395.535,60,3.0,270.52,normal,5
PRR,x86-like,20,432.995,476.802,332.31,0.9965,0.02275,19,0.95,0.509,2190.35,170,8.5,879.19,cpu_heavy,1
PRM,x86-like,20,383.586,427.393,312.5735,0.9965,0.02275,18,0.9,0.0711,2190.35,23,1.15,879.19,cpu_heavy,1
Contextual Bandit RL,x86-like,20,626.7855,670.5925,112.369,0.9965,0.02275,19,0.95,0.0896,2190.35,194,9.7,879.19,cpu_heavy,1
Proposed Hybrid,x86-like,20,572.935,616.742,169.623,0.9965,0.02275,19,0.95,0.2048,2190.35,181,9.05,879.19,cpu_heavy,1
PRR,x86-like,20,371.085,411.785,305.856,0.9975,0.02451,19,0.95,0.0595,2035.0,164,8.2,816.05,cpu_heavy,2
PRM,x86-like,20,339.913,380.613,335.6825,0.9975,0.02451,18,0.9,0.0961,2035.0,21,1.05,816.05,cpu_heavy,2
Contextual Bandit RL,x86-like,20,565.086,605.786,140.2015,0.9975,0.02451,19,0.95,0.0974,2035.0,177,8.85,816.05,cpu_heavy,2
Proposed Hybrid,x86-like,20,482.316,523.016,126.807,0.9975,0.02451,18,0.9,0.1646,2035.0,182,9.1,816.05,cpu_heavy,2
PRR,x86-like,20,394.0085,435.4095,315.2485,0.9984,0.02411,18,0.9,0.0858,2070.05,160,8.0,829.36,cpu_heavy,3
PRM,x86-like,20,377.992,419.393,360.8015,0.9984,0.02411,17,0.85,0.0762,2070.05,20,1.0,829.36,cpu_heavy,3
Contextual Bandit RL,x86-like,20,563.017,604.418,126.9495,0.9984,0.02411,18,0.9,0.1064,2070.05,180,9.0,829.36,cpu_heavy,3
Proposed Hybrid,x86-like,20,567.367,608.768,104.323,0.9984,0.02411,19,0.95,0.2158,2070.05,191,9.55,829.36,cpu_heavy,3
PRR,x86-like,20,356.838,396.618,308.7745,0.994,0.02499,18,0.9,0.4742,1989.0,162,8.1,800.37,cpu_heavy,4
PRM,x86-like,20,367.1155,406.8955,361.033,0.994,0.02499,18,0.9,0.0804,1989.0,21,1.05,800.37,cpu_heavy,4
Contextual Bandit RL,x86-like,20,590.2945,630.0745,97.259,0.994,0.02499,20,1.0,0.1457,1989.0,182,9.1,800.37,cpu_heavy,4
Proposed Hybrid,x86-like,20,464.771,504.551,103.6545,0.994,0.02499,18,0.9,0.2299,1989.0,174,8.7,800.37,cpu_heavy,4
PRR,x86-like,20,390.713,432.538,302.8495,0.995,0.02379,17,0.85,0.092,2091.25,160,8.0,840.72,cpu_heavy,5
PRM,x86-like,20,365.0805,406.9055,345.34,0.995,0.02379,17,0.85,0.1007,2091.25,22,1.1,840.72,cpu_heavy,5
Contextual Bandit RL,x86-like,20,624.461,666.286,117.728,0.995,0.02379,19,0.95,0.2444,2091.25,190,9.5,840.72,cpu_heavy,5
Proposed Hybrid,x86-like,20,521.182,563.007,115.5465,0.995,0.02379,19,0.95,0.2258,2091.25,197,9.85,840.72,cpu_heavy,5
PRR,x86-like,20,283.65,314.218,225.038,0.9917,0.03244,18,0.9,0.4492,1222.72,102,5.1,616.48,bursty,1
PRM,x86-like,20,238.599,269.167,209.2975,0.9917,0.03244,16,0.8,0.1795,1222.72,21,1.05,616.48,bursty,1
Contextual Bandit RL,x86-like,20,372.9435,403.5115,53.5525,0.9917,0.03244,18,0.9,0.1012,1222.72,135,6.75,616.48,bursty,1
Proposed Hybrid,x86-like,20,305.888,336.456,142.577,0.9917,0.03244,19,0.95,0.1763,1222.72,119,5.95,616.48,bursty,1
PRR,x86-like,20,182.783,209.6225,135.5905,0.9951,0.03708,13,0.65,0.1782,1073.58,98,4.9,539.41,bursty,2
PRM,x86-like,20,180.2885,207.128,168.3945,0.9951,0.03708,14,0.7,0.2592,1073.58,24,1.2,539.41,bursty,2
Contextual Bandit RL,x86-like,20,285.5085,312.348,97.3365,0.9951,0.03708,20,1.0,0.2155,1073.58,108,5.4,539.41,bursty,2
Proposed Hybrid,x86-like,20,206.75,233.5895,77.5455,0.9951,0.03708,16,0.8,0.3171,1073.58,109,5.45,539.41,bursty,2
PRR,x86-like,20,235.693,263.3755,188.005,0.9984,0.03607,18,0.9,0.1157,1107.3,94,4.7,554.51,bursty,3
PRM,x86-like,20,231.5885,259.271,215.544,0.9984,0.03607,17,0.85,0.1515,1107.3,21,1.05,554.51,bursty,3
Contextual Bandit RL,x86-like,20,333.8395,361.522,62.4585,0.9984,0.03607,18,0.9,0.1478,1107.3,121,6.05,554.51,bursty,3
Proposed Hybrid,x86-like,20,280.9065,308.589,94.665,0.9984,0.03607,18,0.9,0.3646,1107.3,124,6.2,554.51,bursty,3
PRR,x86-like,20,183.823,209.5605,162.7575,0.982,0.03815,15,0.75,0.2687,1029.5,91,4.55,524.18,bursty,4
PRM,x86-like,20,215.401,241.1385,212.9825,0.982,0.03815,16,0.8,0.1333,1029.5,21,1.05,524.18,bursty,4
Contextual Bandit RL,x86-like,20,274.5485,300.286,56.6475,0.982,0.03815,18,0.9,0.1372,1029.5,112,5.6,524.18,bursty,4
Proposed Hybrid,x86-like,20,246.844,272.5815,114.0755,0.982,0.03815,18,0.9,0.0711,1029.5,102,5.1,524.18,bursty,4
PRR,x86-like,20,222.2615,250.451,174.165,0.9859,0.03497,15,0.75,0.2341,1127.58,97,4.85,571.84,bursty,5
PRM,x86-like,20,202.8825,231.072,188.1525,0.9859,0.03497,15,0.75,0.1915,1127.58,25,1.25,571.84,bursty,5
